title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
Excellent customizable platform.,Lawrence L.,Producer,"Entertainment, 1-10 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Dec 20, 2016",5,4,4,5,5,8.0,,Pros: The customizability,Cons: Complexity,"Overall: The ticketing for my show is complex, but customer service agent and his team really go beyond to meet my needs. The platform gets a bit cumbersome and confusing, but they are patient and help walk me through every time I have a question. There are a few bugs that I've found with regards to how I need my ticketing to work, but I'm sure they will be addressed.",
VBO Review,Max C.,Box Office Supervisor,"Performing Arts, 11-50 employees",Used the software for: Less than 6 months,NGC,Source: Capterra,"Jun 19, 2019",5,4,4,5,5,10.0,,Pros: The software is fairly flexible and has a very clean interface; both for patrons and theatre staff. The template function makes creating events extremely efficient.,Cons: A lot of the neat tricks VBO can pull off are not inherently explained. Some features are only applicable to general admission shows and not assigned seating shows (like group sales: 10+ tickets bought at once) and vice versa.,,
One SJWS user,Charles M.,retired,Computer Hardware,Used the software for: 2+ years,NGC,Source: Capterra,"Mar 14, 2017",5,4,5,5,4,9.0,,Pros: No bugs. Has lots of user options for getting sales reports.,"Cons: Some menus hard to figure out initially. Some ""lists"" of customer orders print out awkwardly.","Overall: Generally quite positive. Some of the menus are confusing, but once familiar with them, the information I need is easily available. I have experienced no bugs in my interactions with the software.","Recommendations to other buyers: We have used it for several years now. It is much better than what we used before. As a small non-profit musical organization, it suits our needs very well."
Excellent customer service!,Jordan B.,,,,NGC,Source: Capterra,"Dec 15, 2016",5,4,5,5,4,9.0,"Comments: We have used VBO for almost 2 years and they are incredibly responsive and helpful! Anytime I need help, they not only fix what I need but also give me the knowledge to make complicated changes on my own. I never expected to learn coding aspects from my ticketing software company!",,,,
Brilliant offering,Gregg F.,Manager,"Music, 1-10 employees",Used the software for: Less than 6 months,NGC,Source: Capterra,"Jun 24, 2019",5,5,5,5,5,10.0,,Pros: VBO Tickets had been by far the easiest and most user friendly online ticketing system I have made use of.,Cons: There was nothing I didn't like about the platform.,Overall: I am utilising VBO for the bands I manage and it has been by far the best platform we have had the opportunity to work on.,
VBO works great for us,Lisa M.,Director - Alta Vista Drama Club,"Entertainment, Self-employed",Used the software for: 2+ years,NGC,Source: Capterra,"Mar 17, 2017",5,4,5,5,5,9.0,,"Pros: Customizability

Easy of use for the end user

Customer support",Cons: Sometimes it is hard to find the setting I am looking for in the admin site,Overall: We have had a great experience with VBO. The system has all the functionality we need. It is very customizable. If we every need help figuring out how to make the system work the way we need the customer support is very responsive.,
VBO makes my business possible,Clayton W.,,,,NGC,Source: Capterra,"Mar 14, 2017",5,4,4,5,5,9.0,"Comments: I've been using virtual box office for over 3 years now and I can say without a doubt that if they didn't exist tomorrow my business would be in a bad way. We run between 25 and 45 different events every month and the ability to have those auto-populate to our website is a necessity. Also the staff at VBO is VERY responsive. I've asked for added features and the turn around is typically less than a week. I know I'm not asking for anything crazy, but I have trouble even responding to an email that fast. These guys are great, and they really care about my business. You'll like them.",,,,
We LOVE VBO,Erin G.,Administrator,"Performing Arts, 1-10 employees",Used the software for: 6-12 months,NGC,Source: Capterra,"Mar 14, 2017",5,4,5,5,4,10.0,,Pros: The amazing amount of options we have to use.,Cons: It's not super user friendly.,"Overall: Vbo Tickets is an amazing company with customer service to match. The software is complex, but they will walk you through anything you need and we have been so happy with the functionality of what we can do.",
"Great software, wonderfully responsive company",Andrew B.,,,,NGC,Source: Capterra,"Mar 27, 2017",5,4,5,5,4,10.0,"Comments: We've been working with VBO Tickets for several years and have been nothing but happy. The software is extremely flexible and configurable, allowing us to sell tickets for shows and workshps, with add-ons like merchandise and snacks.",,,,
"We love it, but want to grow with it!",Kat B.,,,,NGC,Source: Capterra,"Mar 16, 2017",4,4,4,5,4,9.0,,"Pros: Love the people that run it, Love the support. love the easy of use",Cons: Wish that the App was a little more functional.,"Overall: We have been using VBO since pretty much the start of our business, and right as they were launching theirs. I think that we have grown as much as they have, and sometimes I wish there was more support for specific functions that seem easy to fix. The support is good-- we get responses back, but sometimes I wish the action actually went through a little more.",
"Functional, Flexible, and Fast Customer Service",Chris C.,,,,NGC,Source: Capterra,"Dec 16, 2016",5,3,5,5,4,9.0,"Comments: VBO offers a highly functional and flexible platform for managing ticket sales.There are many useful options for organizations of all types and sizes. Customer service is very quick, and VBO is often willing to add or modify functionality based on client input. The system interface can be a bit overwhelming at first, but VBO provides as much training as you need. And the price could be lower given an increasingly competitive market. Other providers are catching up at lower prices.",,,,
VBO Tickets services for the Steinway Society of the Bay Area,Jeanne S.,,,,NGC,Source: Capterra,"Mar 14, 2017",4,4,4,4,4,9.0,"Comments: The online ticketing service Steinway Society of the Bay Area used prior to switching over to VBO Tickets was not growing with our changing needs. The VBO Tickets staff addressed our priorities, concerns, and future needs and seamlessly got us up-to-speed so we didn't miss a beat during the middle of our busy season. We're excited about all the features that are available to us as we expand our marketing and customer base. Thanks VBO!",,,,
They need to provide a manual,Georgie H.,,,,NGC,Source: Capterra,"Dec 16, 2016",3,1,2,5,4,9.0,"Comments: Customer service was excellent and always available and very much appreciated by me, a not so tech savvy person. But, the website feature access is not intuitive and requires a lot of instruction as to why one should click that to get that report. Other than calling in there are no on-site instructions on how to do specific things. I would use the company again but will need a manual.",,,,
Great Software and Support,Kent T.,,,,NGC,Source: Capterra,"Mar 14, 2017",5,5,5,5,4,9.0,Comments: Our band has used VBO for many concerts over the past 5-6 years with great results. We've used assigned seating twice with zero errors. The amazing thing about VBO is their superb customer support --- always there to help in any way they can. They have truly helped our band get to the next level and help us maximize our audience. We highly recommend this service.,,,,
Welcome to the 21st Century,Brad W.,,,,NGC,Source: Capterra,"Mar 14, 2017",5,4,4,5,4,9.0,"Comments: VBO has been a great addition to the company. It makes it easy for us to keep track of sales and to quickly add events to our website so that tickets can be purchased easily online. There were a few things that we struggled figuring out how to do, but, thanks to the great customer service, we quickly and easily navigated those problems.",,,,
VBO knows what they're doing,Phil W.,,,,NGC,Source: Capterra,"Mar 14, 2017",5,4,5,5,4,9.0,"Comments: We've sold tickets to our events on a number of platforms, most of which were just fine. But VBO actually helped design a platform for us, taking into account what our company needed. So naturally we use that one now. They're easy to reach and will work through issues with you on the phone. And they're good guys.",,,,
Fantastic Ticketing software,Frankie B.,,,,NGC,Source: Capterra,"Dec 16, 2016",5,4,4,5,4,9.0,"Comments: VBO is easy to use, reasonably intuitive once you learn the software and looks incredibly crisp.

Even better, any time we have a question or suggestion of any sort, the team at VBO is quick to respond. They are knowledgeable and tremendously easy to work with for all your ticketing needs.",,,,
VBO provides great customizing and customer service,Amy A.,,,,NGC,Source: Capterra,"Dec 21, 2016",4,4,4,5,4,9.0,"Comments: VBO's strengths lie in their amazing customer service and willingness to customize for any scale of customer needs. Their product allows us to embed the ticketing within our event website too, which is a plus for our organization's needs and goals.",,,,
VBO Review!,Alice F.,,,,NGC,Source: Capterra,"Dec 06, 2016",4,4,4,4,4,7.0,"Comments: VBO has been pretty great to work with! It's a new system, so the support has been awesome about trying to get us the information we need if it's something different than what had been anticipated when creating the software.",,,,
"Excellent small, growing ticketing provider",Brian K.,,,,NGC,Source: Capterra,"Mar 14, 2017",5,4,4,4,4,7.0,"Comments: The team at VBO is responsive and great, the software is excellent on the user end, and getting better on the back end (reports and all) Tons of potential here and some excellent innovation!",,,,
Ed Trout VBO Review,Edward T.,,,,NGC,Source: Capterra,"Dec 20, 2016",4,4,4,4,4,7.0,"Comments: We have been using VBO for a few years now, and have been satisfied overall with the product. When there have been issues, we usually get a swift response to the problem at hand.",,,,
VBO is great,Emily P.,,,,NGC,Source: Capterra,"Mar 17, 2017",5,5,4,5,4,7.0,Comments: I have worked on the VBO systems for many years. It is easy to use and love how they can make something that we request very easily and quickly.,,,,
VBO is awesome,Verified Reviewer,,"Entertainment, 11-50 employees",Source: Capterra,NGC,Source: Capterra,"Nov 28, 2018",5,4,5,5,5,9.0,,Pros: I totally recommend VBO. They can help you and your business with so many things. In so many different ways. It's unreal.,Cons: The cons to this software are it's few limitations. This is the only thing(s) holding VBO back.,,
Great overall,jason w.,,,,NGC,Source: Capterra,"Nov 22, 2016",5,4,4,5,5,9.0,"Comments: great! we enjoy it. would like to see some visual, image based calendar options. so yeah, good stuff!",,,,
All-in-One Package for your Ticketing Needs!,William B.,Box Office Manager,"Performing Arts, 1-10 employees",Used the software for: Less than 6 months,NGC,Source: Capterra,"Jul 24, 2019",5,5,5,5,5,9.0,,"Pros: Great integration with mobile and tablet devices and a great feature set that doesn't leave anything out, including selling merchandise and memberships.","Cons: Even with personalized pricing, they couldn't beat our current ticketing CRM.",,
Hello,Anh Tuan H.,Manager,"Arts and Crafts, 1-10 employees",Used the software for: 6-12 months,NGC,Source: Capterra,"Jun 03, 2019",5,4,5,5,5,9.0,,"Pros: Ease of use and navigation, toolbar on the lefthand side made it all organized.",Cons: All the options available made it a little confusing at first.,Overall: It's been great working with team.,
Selling tickets,Ivan G.,Lead generator,"Arts and Crafts, 1-10 employees",Review is based on a free trial,NGC,Source: Capterra,"Mar 11, 2019",5,5,5,5,5,10.0,,Pros: What I liked most about this software was the ease of the setup.,Cons: My least favorable function was a little freezing. Not consistent at all,Overall: My overall experience was excellent! I would recommend to any person or company looking for easy online presence.,
