,company,title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers,employees
1482,accelevents,"Attendee of a charity event with over 800 guests, using Accelevent's raffle services",Deanna E.,,,,NGC,Capterra,2015-08-12,5,5.0,4.0,5.0,5.0,10.0,"I was (happily) surprised when I wasn't handed a long strand of tickets to fill out when I visited the raffle tables at the fundraising event I attended to benefit the Dana-Farber Cancer Institute. Instead I was simply asked to provide my credit card info and directed to send a text submitting my 'tickets' I had just purchased to the items I wished to win. The whole process was quick, simple, and fun! Throughout the night I kept a close eye on the live tracker on the projection screen to see what items were getting the least amount of submissions. I could strategically submit my tickets from anywhere in the venue :) (rather than a packed raffle table with a line of other guests...). I ended up purchasing more tickets than I originally intended because there were no lines to wait in or tickets to fill out - and plus it was all for charity! I would definitely attend another event using AccelEvents and plan on proposing to the committees I sit on for future fundraising events.",,,,,
1483,accelevents,Second time we've used Accelevents for our annual on-line auction. Extremely pleased.,Stu L.,vice-president,,1-2 years,NO,Capterra,2018-06-05,5,4.0,5.0,5.0,5.0,10.0,,Appreciate the template for downloading auction items from a spreadsheet.Event view is clear and easily distinguished between the opening and current bid.On-line support was near instantaneous.Will definitely continue to use in the future.,"I wish Item Code could include numbers as well as letters, to make it easier to record multiple submissions from individual artists.",,,
1484,accelevents,AccelEvents was very easy to use both for us and the people bidding. Very happy with the experience!,Laura T.,Director of Development & Marketing,,1-2 years,NO,Capterra,2018-03-08,5,5.0,4.0,5.0,5.0,10.0,,"Whenever we had a question, it was answered right away. Everything was straightforward and self-explanatory.","It was a little frustrating that there were character limits when you download the catalog but not the item sheet, so in order to do everything we had to put in all of the short catalog descriptions, download that, and then delete the short put in the long descriptions for the sheets. It would've been helpful to have two text boxes, one for item sheet and one for catalog so that we didn't have to go back and forward. Also, there was no notice of these character limits so we didn't figure it out until we asked about. Clearer descriptions and additional text boxes would really help expedite the process.",,,
1485,accelevents,Great! Accel Events is very responsive and helpful. Customer service will keep up coming back!,Rachel D.,Executive Assistant,,1-2 years,NO,Capterra,2018-04-18,5,5.0,4.0,5.0,5.0,10.0,,Customer Service is my favorite! Second would be the ease of bidders signing up and collecting their payments.,"We sell several expierences in our auction and last year we used the ticketing option which wasn't great for us so this year we put the expierences in the auction part, worked ok but still trying to figure out the best option for our expierences.",,,
1486,accelevents,Excellent product with amazing support,Leo G.,,,,NO,Capterra,2017-04-24,5,5.0,4.0,5.0,5.0,10.0,,"ease of use, price",wont send images or image links via sms of auction items,"We used accelevents for our silent auction and only utilized the SMS component. The system was extremely easy to use and we did not have any technical glitches. Our event was over 3 days and we needed a fair bidding system for everyone who attended. Accelerants was able to deliver and our offline (in between event days) bidding was 3x higher than during the events. It really helped boost sales. The developers are great guys and always responsive to any request or question we had, patiently walking us through steps whenever we needed guidance. I've already recommended them to several other organizations.","I looked around for a long time, they are a great company. Looking forward to using their ticketing component at our next event.",
1487,accelevents,Golf Tournament,Stephanie R.,Director of Marketing & Development,,Less than 6 months,NO,Capterra,2018-09-11,5,5.0,5.0,5.0,5.0,10.0,,The ease of entering my items using a csv file instead of entering each item individually and the price!,"I personally had an issue at my event where the url did not work. It was partially user error asI was in the middle of an event and the last thing I thought to do was call a customer service line, sit on hold for 20 minutes, and MAYBE get an answer. HOWEVER: The next day I sent a message to the chat service and CSR personally called me within about 1 minute of my chat request for a phone call. I have never experienced customer service like this. Now knowing the high level of customer service, I very well could have contacted him during my event and fixed my problem. Thank you Accelevents, and now I know!","This is a wonderful platform, very well designed, and exceptional for the price. The customer service is also top notch.",,
1488,accelevents,Glad I Found This Website,Laurie M.,Fundraising Chair,,,NO,Capterra,2018-10-07,5,5.0,5.0,5.0,5.0,10.0,,"I used Accelevents for our recent raffle fundraiser. Using their program is a fantastic alternative to asking your members to sell door to door, or to take raffle tickets with them to meetings, appointments and work. Everything is done electronically, so there is no counting or record-keeping on your part. CSR's seemed to be available 24/7 to answer questions. I am looking forward to using Accelevents for our Silent Auction in the spring.","Some of the stuff was a learning curve for me, but the Chat option is very helpful, and when I look back, it was actually very intuitive.",,,
1489,accelevents,WOW...this is awesome!,Amy C.,Founder,,Less than 6 months,NO,Capterra,2017-08-28,5,5.0,5.0,5.0,5.0,10.0,,"I really like the 24/7 support. When running an auction it's nice to know that the guys are there to help you out whenever needed. I also like how cheap it is. Instead of spending thousands, I spent a certain amount to make my auction successful and fund needed. That is a steal!!!","I think that they need to add a live auction feature to the platform, but they said they are working on it.",,,
1490,accelevents,Worked pretty well!,Ariane W.,event manager,,,NGC,Capterra,2019-07-22,5,4.0,4.0,5.0,5.0,8.0,,I've used the text to give feature. Designing the set up was easy and quick. The dashboard was easy to use and intuitive. The analytics were helpful. Easy breezy.,"I wish the payment part has a camera to scan feature. Inputing the credit card info at an event might discourage people to not participate, as it take a while. I do like the new venmo payment feature though.",,,
1491,accelevents,Great Product!,Andrew A.,Renal Inpatient Care Manager,,Less than 6 months,NGC,Capterra,2018-09-06,5,5.0,5.0,5.0,5.0,10.0,,One stop shop for your next fundraiser! I was able to do a silent auction as well as sell raffle tickets. Payments were easy and I had no complaints from my attendees to our event regarding the process. I loved I could easily share on social media to get the word out on fundraiser. I did not utilize the ticket portion but would expect that would be smooth as well. Price was comparable to other products offered so I definitely made the right choice going with Accelevents!,I do not have anything bad to say here! Would highly recommend this product!,"Customer Service was great. When I had questions on functions or how my event was going to run, I got a response quickly and they were very easy to work with. I look forward to using Accelevents for my next fundraiser.",,
1492,accelevents,Staff is extremely helpful,Kevin C.,Director of Strategic Communication,,1-2 years,NO,Capterra,2018-08-08,5,5.0,4.0,5.0,5.0,10.0,,This site is easy to use and the staff is always on hand to help out if needed. We have used this site for two years and plan on using it for years to come.,"honestly, nothing...any time we ran into a question, they always helped us out.",,,
1493,accelevents,"Awesome customer support, super easy to navigate auction set up",Verified Reviewer,Director of Strategic Communication,,,NO,Capterra,2018-06-13,5,5.0,5.0,5.0,5.0,10.0,,"Auction set up was very self explanatory. Easy to upload photos, details, prices, etc. Text to bid is AMAZING!!! End of auction reports were helpful for checkout without using cc processing thru Accelevents. Customer support via chat and email were on point...even during our event at 9pm at night they were there to answer questions.",No real issues with any details of software. All worked smoothly for the silent auction we had. Only suggestion is maybe consolidate the menus instead of having to click between so many to access different parts of the auction set up.,we were able to raise money by using this software for a silent auction. It was simple to tell people about how to bid and they were excited to keep getting text messages if they were outbid.,,
1494,accelevents,Awesome!,Glenda S.,National Fundraising Director,,Less than 6 months,NO,Capterra,2017-05-27,5,5.0,5.0,5.0,5.0,10.0,,"Ease of use and ability to make changes even during the event. The support was amazing from day one, considering I wasn't the most techie person and had a lot of questions, they were patient with me! Everything was online immediately with details of winning bidders, made check out a breeze. We wanted to broaden our reach outside of the actual live auction, and even had bidders from the UK and Australia!",Not really anything. The only thing that would be nice is to have a total if the winning bidder had more than one item.,"Ease of use from administrator to user. Our target radiance is older and not tech savvy, we had helpers and then the people started helping others, it's that easy. The collection of funds eliminated following up and tracking of monies, it's all there for you.",,
1495,accelevents,Great Product!,Kayla C.,Event Organizer,,Less than 6 months,NO,Capterra,2019-05-08,5,5.0,5.0,5.0,5.0,10.0,,"For our weekly gaming event, this product and service was perfect for our needs! The customer service was outstanding and they answered every question we had and even looked into improvements in a very timely manner!","No real Cons, like with everything new it just takes a bit to navigate.",,,
1496,accelevents,Easy to use and great support,Maureen Y.,Development Director,,Less than 6 months,NO,Capterra,2017-02-07,5,5.0,5.0,5.0,5.0,10.0,,Technical support/chat function - the team was very responsive,Stripe fee is a little higher than what I use for my other on-line donations,"I recently used the auction option of Accelevents. The site was easy to set up and the technical support was outstanding (only one real technical issue that was quickly fixed - mostly it was me asking a lot of questions that Zach and team responded to quickly). The connection to Stripe worked quickly and easily. I did make my own small donation through the site because the first payment through Stripe takes about a week - subsequent payments only take a couple of days, so I had the auction winner's money in my organization's bank account within 48 hours. We used it for a single item that the donor wanted auctioned off immediately, but I'll definitely be looking to use Accelevents again for my annual event's silent auction.",,
1497,accelevents,Godsend for a small non-profit organization!,Rebecca M.,Co-Chairperson,,Less than 6 months,NO,Capterra,2018-01-30,5,5.0,5.0,5.0,5.0,10.0,,"After searching for an on-line silent auction program, I was disheartened to find that most companies charge a sizable overhead cost that was unreasonable for our small non-profit organization. Then there were additional fees to avoid advertisements and post multiple pictures. I was about to give up when I came across AccelEvents. I cannot say enough about the ease of the program and amazing customer support...all for an incredibly fair price! I look forward to working with cust support team again for next year's fundraiser and plan to utilize all of their services, from ticket sales, to basket raffle tickets, to the silent auction again.",,,,
1498,accelevents,Excellent! Professional staff and super easy to use! Would definitely recommend and use again.,Elizabeth L.,Gallery owner,,Less than 6 months,NO,Capterra,2017-06-01,5,5.0,5.0,5.0,5.0,10.0,,"This platform is easy to use. The staff offers prompt customer service and technical assistance easily through chat function. It was affordable for our non-profit fundraising event. Users can easily bid via text message without cumbersome downloads of apps or concern about internet connections.The web platform presented the art we had up for auction beautifully and provided a way to have a link to websites of artists who donated their work, as well as social network sharing links so folks could easily share with their friends the art they were bidding on.",,We were able to raise precious dollars for the organization we support.,,
1499,accelevents,"This software was affordable, user-friendly, and comes with instant customer support!",Aaron E.,Program Coordinator,,Less than 6 months,NO,Capterra,2017-05-16,5,5.0,5.0,5.0,5.0,10.0,,The ease of implementation and affordability! We final fixed our sloppy checkout process by utilizing this software!,We would love to have a way to display current bid levels for each item at the event so that our guests know where to start and can compete with friends.,"Easy checkout, affordable, quick entry for each item.",,
1500,accelevents,"Fun, easy to use, increased events revenue",George S.,,,,NO,Capterra,2015-07-30,5,5.0,5.0,5.0,5.0,10.0,"Guests loved using it, made the event more fun!",,,,,
1501,accelevents,Great experience from start to finish!,Jess Z.,,,,NO,Capterra,2017-03-12,5,5.0,4.0,5.0,5.0,10.0,,I like that we pay per event and per user. The software seemed very intuitive.,"Honestly, can't think of any.","We researched online and found Accelevents to be a great option. Once we got started, we were impressed by their customer service, so helpful and timely. And even more impressed with the functionality. Such a great option and value for the investment!",It would have been nice if we could have a silent auction where the top 3 bidders could win the item.,
1502,accelevents,Used Silent Auction for a 6-hour fundraising event - great participation,Wanda T.,Volunteer,,Less than 6 months,NO,Capterra,2017-08-29,5,5.0,5.0,5.0,5.0,10.0,,Silent Auctions have two drawbacks 1) the event needs to be a short period of time and 2) chaos at the end is never easily managed. This option took care of BOTH of those and more for us. All I had to do was provide a picture and item description. Printable versions were easily available. Very easy to make changes.,"This is such a picky thing, but I do not like the ""Metro"" font on the website. Very difficult to see and when we projected the current bid screen it was not a good image for our bidders.",Earned more on our silent auction than ever before with much less effort,,
1503,accelevents,An excellent choice for smaller events,Mia W.,Development Director,,Less than 6 months,NO,Capterra,2018-04-16,5,5.0,5.0,5.0,5.0,10.0,,"Accelevents had everything we needed: text-to-bid, a website with item pages, a scrolling display for the event itself, an option for bidders to pay through their phones if they win and printable auction description sheets. The customer service was really good as well - we could just send a question through the chat and hear back within 5 minutes. They even managed to fix a timezone issue that cropped up during the event!",I would've liked a little more control over the speed at which the items scroll - some guests had trouble reading it.,,,
1504,accelevents,Really Easy to Use,Ashley K.,,,,NO,Capterra,2015-12-01,5,5.0,5.0,5.0,5.0,10.0,I was able to use the Accelevents software at a charity event this November and it made everything really simple and effortless. The text functionality took out the guesswork and stress of bidding - it was a great experience. It was also exciting to see how many bids had been placed on certain items so I could keep track of what was really popular and which items I had a better chance of winning.,,,,,
1505,accelevents,"User friendly, increased participation engagement",Sose P.,,,,NO,Capterra,2017-02-17,5,5.0,5.0,5.0,5.0,10.0,"The silent auction was easy to set-up, added a fun element to our event and increased participant engagement both in person and on the web. Zack and Jon were extremely helpful via the online chat. All of our questions were answered immediately. And as an added bonus, there were proactive communications from their team to ensure we activated everything we needed. Thanks for all the help, I would highly recommend this website for silent auctions!",,,,,
1506,accelevents,Awesome Product and Team,Denzil S.,Manager,,,NO,Capterra,2015-09-17,5,5.0,5.0,5.0,5.0,10.0,"Hi, we used Accelevents for an online art auction and were able to share the event through social media with ease. The team Zach and Jonathan were amazing, they offered hands on communication every step of the way and we were even able to give them some feed back to help develop their product. I would recommend them and Accelevents to anyone who is thinking about doing an auction or fundraiser! And we will use them again. Thanks Zach and Jonathan, wish you all the best!",,,,,
1507,accelevents,First time using an online auction,Katie B.,,,,NO,Capterra,2017-03-02,4,3.0,3.0,5.0,5.0,10.0,Uploading was slightly slow and created some issues. We felt the value was there for the price paid. We did have a successful experience as a whole. It was our first time and have learned different tips/tricks to the process and displays.,,,,,
1508,accelevents,"At this cost (and maybe any cost) you will not find a better supported, easier to use software.",Verified Reviewer,,,,NO,Capterra,2017-10-10,5,5.0,4.0,5.0,5.0,10.0,,"- Customer Support is fantastic- Cost is unbeatable- Easy to use for even the most novice computer user- Design of the auction website and mobile site (what end users see) is pretty, clean, and easy to navigate","- The only con is that auction item sheets and auction catalog were not in an editable format. Wasn't anything we couldn't work around, just would have been easier the other way. Their excellent customer support has already said they are looking into changing this in future updates of the website.",,,
1509,accelevents,First Time E-Auction User,HAROLD H.,Board Member,,,NO,Capterra,2016-01-04,4,4.0,4.0,5.0,5.0,10.0,"The software solution works as indicated. Our guest experience with bidding, notifications and payments was very smooth. Although I wish I had a way to format my text for the actual auction description to highlight key points, I was able to get all of my bid info to display which is the critical piece. I would recommend this and will use it again. I am also learning more about the raffle service to see how that can help me.",,,,,
1510,accelevents,Great Auction Site,Christy C.,,,,NO,Capterra,2016-04-09,5,5.0,4.0,5.0,5.0,10.0,This was our school's first online auction. It was awesome and parents loved it and I wanted to recommend https://accelevents.com/ to anyone thinking about this.The website is relatively easy to set up and simple to use. Bids are done online and via text. Their online chat customer service is AMAZING quick and available at all hours. Usually instantly!,,,,,
1511,accelevents,Amazing Asset for my Fundraiser,Devin D.,Events Coordinator,,,NO,Capterra,2015-07-30,5,5.0,4.0,5.0,5.0,10.0,"Working with Accelevents added a new level of efficiency and professionalism to my fundraising event. The software's front and back-end experience was extremely easy, and promoted more guests to participate in what can be an ""intrusive"" element of donations/bidding. I would highly recommend Accelevent's services to all those looking to improve and enhance their fundraisers and guests' experience.",,,,,
1512,accelevents,We loved Accelevents! Easy to use and set up. Everything we needed and nothing we didn't.,Holly H.,Development Assistant,,Less than 6 months,NO,Capterra,2017-06-07,5,5.0,4.0,5.0,5.0,9.0,,"The customer service was top notch! Simple and easy to use. Our bidders and volunteers were up and running very quickly. The reports and other downloadable data were a huge time saver.Overall, we would use them again, and the value is unbeatable.","Set up wasn't always intuitive, but the customer service chat window made getting help very easy. Also, using the site as the administrator was a little clunky, but once you know the system, it was quick and painless.",,,
1513,accelevents,Very Good,Sonia C.,,,,NO,Capterra,2015-11-09,4,4.0,4.0,5.0,5.0,9.0,We did much better than I thought we would do from a tech stubborn company. But everyone was able to bid easily and without any trouble. Loading the items was a little cumbersome but after a few I got the hang of it plus customer service (Zach) was right there helping me through. Highly recommend.,,,,,
1514,accelevents,Seamless - and the guests loved it,David A.,,,,NO,Capterra,2015-07-29,5,5.0,4.0,5.0,5.0,9.0,Pros: a) huge time saver; we needed far less people to see tickets because it was easier to distribute large quantities at once b) sold more tickets c) guests were impressed - most people I walked up to were excited to try it d) real time tracking of bids let everyone bet strategically and re-evaluate cost-benefit of bidding on each item,,,,,
1515,accelevents,Silent Auction,Missy L.,Exec Director,,Less than 6 months,NO,Capterra,2019-05-01,5,5.0,5.0,5.0,5.0,9.0,,Just used it for a silent auction - it was easy to add items and make changes,there was a lag or something when writing in the description box,"We were a little nervous trying the online auction system, but the website was easy to use, the attendees figured out how to bid fairly easily, and check out was a breeze compared to prior years. The cost was extremely reasonable and any questions we had were quickly answered. Thank you for a successful event.",,
1516,accelevents,"Excellent product, would recommend",Alexander b.,,,,NO,Capterra,2015-08-06,5,5.0,5.0,5.0,5.0,9.0,"tried it instead of the typical paper raffle tickets. Easy to set up online. Didn't have to deal with handing out tickets. Guests thought it was fun and easy to use. People who couldn't attend the event were still able to enter the raffle-HUGE bump in revenue. Track raffle progress and revenue in real time, guests can see the donation meter.",,,,,
1517,accelevents,Was at the event but had to use my phone which was weird and asked me to confirm all the information,Robyn F.,Parent,,Less than 6 months,NO,Capterra,2018-04-29,3,1.0,1.0,1.0,5.0,9.0,,"Ability for non attendees to bidThere are no other pros, and even non attendees had trouble.There are no other pros. I would advise our group to use another mobile bid service, or have proxy bidding for those that cant attend","Didn't close, confusing, redundant info asked for. I was never outbid for any thing because people weren't bidding from home",People bidding from home who selected buy it now pricing,,
1518,accelevents,Use of Accelevents in events,Bharat B.,CEO,,,NO,Capterra,2015-07-30,5,5.0,1.0,5.0,5.0,9.0,Accelevents provides an excellent product. Their team is extremely knowledgeable and is more than willing to customize their product to meet your specific event needs. Customer Service team is always on it and responds quickly to get your problems solved.,,,,,
1519,accelevents,Great product,Eric U.,,,,NO,Capterra,2015-08-05,5,5.0,1.0,5.0,5.0,9.0,"Used Accelevents at a fundraiser. Very easy to understand. More efficient than traditional raffles. Takes away all of the hassle of traditional raffles/silent auctions, and simplifies the process. I can't imagine having a fundraiser without Accelevents after using it.",,,,,
1520,accelevents,Accelevents Review,Whitney S.,Development Associate,,Less than 6 months,NGC,Capterra,2019-07-29,4,3.0,3.0,5.0,4.0,6.0,,"If you are looking for a simple website to host a small silent auction that doesn't cost very much, I think this is a good website.","It is very basic. We picked it because it was the cheapest option for our fundraiser. If we had more bidders and auction items, I think this website wouldn't have worked. Basic software.","Was okay, but will probably not use again",,
1521,accelevents,Easy to use. Super helpful. Immediate help from chat.,Amanda D.,Auction Manager,,Less than 6 months,NO,Capterra,2019-04-29,5,5.0,5.0,5.0,5.0,10.0,,Easy to use. Super helpful. Immediate help from chat. Will use again.,Background was white. Auction was a fixed time and not a soft close. Some states does not allow non auctioneers to have a soft close so that might be why there was not a soft close.,Second time our event used your platform. Easy to use. Super helpful. Immediate help from chat. Will use again.,,
1522,accelevents,Excellent experience overall. Fantastic product and service.,Lisa W.,,,Less than 6 months,NO,Capterra,2017-01-30,5,5.0,5.0,5.0,5.0,10.0,,Ease of use. Fast and efficient customer service.,Cost for multiple products... it would be nice to have the option for a 'bundle' price.,The platform is easy to use and the support we received was fantastic. I would definitely recommend Accelevents and plan on using them again for our future fundraising.,,
1523,accelevents,Amazing Product!,Kathryn H.,,,,NO,Capterra,2015-08-05,5,5.0,5.0,5.0,5.0,10.0,This is an extremely seamless way of mobile auctioning. Suggest that all major events try out Accelevents.,,,,,
1524,accelevents,"We received excellent customer service before, during and after our event!",Julia M.,Executive Director,,Less than 6 months,NO,Capterra,2017-06-15,5,4.0,4.0,5.0,5.0,10.0,,"Completely digital, easy to set up, low cost, customer service, easy bidding for the customer, and a very attractive interface.","""Volunteer"" bidding options is very good, but perhaps should be called ""Guest bidder"" so that its purpose is clearer.",,,
1525,accelevents,Excellent Platform and Support,Paula M.,volunteer,,Less than 6 months,NO,Capterra,2019-01-30,5,5.0,5.0,5.0,5.0,10.0,,Having never done an online auction the process was very easy to set up. I did have questions and the response was immediate even on the weekends.,I really don't have anything to say negative about the software.,Excellent!,,
1526,accelevents,Really enjoyed this straightforward software.,Sherry T.,Editorial,,Less than 6 months,NO,Capterra,2017-06-05,5,5.0,5.0,5.0,5.0,10.0,,Ease of navigation.Straightforward.Ease of uploading information.Quick response from customer service when I had questions.,,I really. It allowed me to do what I needed in order to conduct a successful silent auction. No negatives.,,
1527,brushfire,Brushfire: A perfect solution to Hillsong's small to large scale event's ticketing and registrations,Robert B.,Chief Information Officer,,1-2 years,NO,Capterra,2017-05-26,5,5.0,5.0,5.0,5.0,10.0,,"I have been responsible for our large event's ticketing and registrations for a number of years as well as the technology and information areas for Hillsong Church. Two years ago, after meeting with the world's best ticketing platforms and providers and coming to the realisation that they could not support our specific requirements as a church requiring complexity and depth in our registrations, we decided to build our own software. However, we understood the gravity of the decision to develop such a system and weren't excited about the journey ahead. I was introduced to Brushfire Technology and their ticketing and registration platform. After a very short time and no upfront costs, Brushfire's solution had proven itself as the perfect solution for our needs, with their unique understanding of industry standards around software development and the nature of the church, we had found our answer. This allowed our conferences and events to move forward and our technology department concentrates on other issues.",..............................................................................................................,,,
1528,brushfire,Best ticketing service available,Patti C.,Marketing Specialist,,2+ years,NO,Capterra,2017-05-22,5,5.0,5.0,5.0,5.0,10.0,,"I can monitor orders, agents and release seats from ANYWHERE at ANY TIME, including opening the balcony seating from my phone 200 miles away during a homecoming football event. It is flexible to include seating choices, dinners and other add-ons, and promotional codes. It is easy to create revenue reports and monitor volunteer agents who handle money. We scan tickets at the door from tickets, e-tickets, and smart phones. It also has e-Blast capabilities to communicate with patrons.",It doesn't automatically show orders as fulfilled when you print. You have to mark the will call orders as you print.,"Easy monitoring of entire system. This is especially important when using volunteers to take in money. It is web based and can be used or monitored from any computer or phone and offers multiple payment and delivery options. You can ""see"" which agents have placed orders. I also like the availability the patrons have to email me directly if there is a problem. The map and directions are also helpful.",,
1529,brushfire,Next level platform!,juliette b.,CEO,,6-12 months,NO,Capterra,2019-01-25,5,5.0,5.0,5.0,5.0,10.0,,"I like the organization & variety of it all. It's not just a template site, but you can make it customized in how you want it with ease. I like the daily notification of sign-ups, automatic welcome email, and all the back end details that the software provides. Also, when registrants sign up, they can login back in and track their payments and amount owed.","It's very overwhelming because there are a lot of moving parts & options I didn't know about because it's very complex. However, that is solved by customer service call.","Setting up an account on Brushfire is a life saver. Initially, I had problems with keeping all of my data organized, sending out emails and keeping track of registrants. However, through the help with my amazing customer agent, I was able to accomplish a successful set up with a professional and organized site. He even made me aware of options that I was not even aware of. I would say that the customer service was my highlight, as I felt that he was directly with my team. He literally set up calls with me until everything was working smoothly and to my complete liking. He was the most patient person I've worked with that wasn't directly tied to my ministry. He truly took on the care of ensuring a thorough set up as if it was his own. I truly value my whole experience!",,
1530,brushfire,Brushfire Software,Lori M.,Finance Director,,2+ years,NGC,Capterra,2019-01-09,4,5.0,4.0,5.0,4.0,10.0,,"We use Brushfire for ticketing for a number of events every year. The software is easy to set up and use. The fees are more reasonable than some other options that we looked at. It's very customizable to different events, different venues and different prices or add-on's within an event. We have utilized the coupon codes for special offers and I the reports are helpful for tracking income, attendees and for making settlement on shows that are based on doors sales or percentages of door sales. We also use the Brushfire app to ""check in"" people to an event, using mobile phones or ipads.",It would be helpful for the email confirmations you receive to include the event name along with the event number.,,,
1531,brushfire,Working with Brushfire has been a great experience! I love the product and the team behind it.,Lindsey B.,Communications Director,,1-2 years,NGC,Capterra,2017-05-16,5,4.0,4.0,5.0,5.0,9.0,,I love the reporting module! It is very user-friendly compared to some other reporting software that I have used. I also appreciate the ability to customize event set up for the needs of our organization. I think we do some wild things sometimes that Brushfire handles well and I have even had cases where the team changed the software to function better for our needs. Brushfire has LOTS features and helpful tools! Sometimes I feel as though we have just scratched the surface.,"The many features Brushfire offers came with quite a learning curve for me (BUT, BF team is always quick to help me out!). It took me about 6 months to feel like a savvy admin. That being said though, I feel as though our organization does some intense things with ticketing that may add an element of complexity. :)",Better registration experience for our customers and organization for our team!,,
1532,brushfire,We use this for payments of special event tickets and ongoing donations & student deposits,Verified Reviewer,Communications Director,,,NGC,Capterra,2018-02-13,5,5.0,5.0,5.0,5.0,10.0,,"Very versatile - ticket registrations, payments, easy to refund, downloads into excel. Love the ease of reporting & use.",Only one email can be set up to receive the alerts & immediate payments for each event. This isn't a big concern for myself but we have so many different departments using the software it is more complex for us because there are so many users. Love it though. Anyone can log in and find their own reports so this isn't a major con.,Flexible registrations and ease of reports. Ease of refunds.,,
1533,brushfire,I absolutely love Brushfire. The system is super easy to use and understand.,Jonathan K.,Admin Assistant,,2+ years,NGC,Capterra,2017-05-16,5,5.0,4.0,5.0,5.0,10.0,,I love the flexibility and all the options for setting up attendee registrations and event data. It makes things so easy.,The promo code system is a little bit constraining. I would like to be able to set a number to limit code uses. currently the date option to limit codes is good for most situations but this would be the main thing I would like fixed.,I have benefitted by reducing the time it takes for me to accomplish my tasks and updating registration information. I also save so much time with the reporting system.,,
1534,brushfire,We love Brushfire. They feel like family.,Hannah E.,Associate Director,,2+ years,NGC,Capterra,2017-05-24,5,3.0,4.0,5.0,5.0,10.0,,Customer service and adaptability are my favorite things about this software. Thank you for all you do to customize it.,"Pulling reports feels confusing and hard. We had a hard time figuring out how many tickets were meal tickets versus tickets. Also, when I need data it's just hard to know which report presents it best. However, I'm not sure there is a better way. I just think it's sort of the way of the data reporting world.",,,
1535,brushfire,Brushfire has been such an incredible company to work with for all of our events!,Rachel K.,Events Associate,,1-2 years,NGC,Capterra,2017-05-16,5,5.0,5.0,5.0,5.0,10.0,,We are able to customize all of our events in a way that best suit us! We have had many different types of events with different seating maps and locations and Brushfire has been such a big help as we explore new and better ways to plan for our events!,There are only a few minor things that have been an issue such as the inability to take certain options (like access codes) off of the page. It has been confused multiple times for promo codes.,It is very helpful for us with all of the different events that we do! The call center is SO helpful and the team is so helpful and amazing to work with :),,
1536,brushfire,Brushfire has all of the qualities of a great software!,Valerie S.,Accounting Support/Purchasing,,2+ years,NGC,Capterra,2017-05-16,5,5.0,5.0,5.0,4.0,10.0,,Great reports for our staff to give updates and great accounting reports!Customer Service has a fast response time! Brushfire is easy to use and to make changes.,"Some visual designs for our customers are a little cumbersome - maybe less ""clean"" and simple than we would like, but overall very functional.",Offering more options to our customers with making online purchases. Also the ease of reporting for accounting purposes is excellent.,,
1537,brushfire,Next level features and service!,Liv G.,Conference Registrations Manager,,1-2 years,NO,Capterra,2017-09-18,5,5.0,5.0,5.0,5.0,10.0,,Brushfire took what was many complex processes for our team and were able to simplify them into an admin/user-friendly and flexible setup. We are able to adjust and manipulate events and data as required and the web-based nature of this software makes it accessible anywhere (including your phone!). The Brushfire team are outstanding in their commitment to our organisation winning and moving forward at every stage of the process and provide continual support especially when implementing new features or developing function areas.,,,,
1538,brushfire,Support is a great quality!,Natalie H.,Administrative Assistant,,2+ years,NO,Capterra,2017-05-16,5,5.0,4.0,5.0,5.0,10.0,,We have had some very complicated events and they have walked me through each event with ease. Pulling reports is easy. Re-creating recurring events is great.,Attaching documents to emails would be a nice feature. I know that we can do a link to a document but some things would be nice as an attachment.,Keeping track of attendees and campers and able to reports very quickly,,
1539,brushfire,Brushfire has made managing three distinct events - very easy and very organized.,Russ L.,Director: Gateway Conference & Blessed Life TV,,2+ years,NO,Capterra,2017-05-23,5,5.0,5.0,5.0,5.0,10.0,,"The fast customer service response, the clarity, ease and logic of working within the software to design your reg and reporting needs.",,"The ease of managing three distinct events with very different registration needs. Brushfire met the complex need with an easy, user-friendly solution.",,
1540,brushfire,Brushfire has made all my event management needs extremely simple!,Kim M.,Women's Pastor,,2+ years,NO,Capterra,2017-05-22,5,5.0,5.0,5.0,5.0,10.0,,The Brushfire support team is extremely helpful and quick to respond. It has also helped increase ticket sales and is very easy to use. Very reasonably priced for the services offered.,,Increased ticket sales and excellent event management capabilities.,,
1541,brushfire,Great!,Bobbie M.,Business Developement,,2+ years,NO,Capterra,2017-05-22,4,4.0,4.0,5.0,5.0,10.0,,Ease of user usage! Getting events set up has also been great. We enjoy that there are several customizable options.,Security rights are not specific enough. We would like select which users have specific financial rights.,,,
1542,brushfire,Friendly. Allowed customization and always willing to work with us on new ideas or features.,Chandler B.,Executive Director,,2+ years,NO,Capterra,2017-05-16,5,3.0,4.0,4.0,5.0,10.0,,Customization. Easy to get a hold of for problems. Love the staff. Great for multiple types of events.,The aesthetics. I wish it was cleaner and maybe more modern feeling. Sometimes feels a little outdated.,,,
